0, 0, 0
-10.38, 0.77, -85.76
-9.54, 0.57, -86.58
-9.2, 0.54, -86.64001
-10.81, 0.73, -86.14
-10.46, 0.19, -88.96
-9.54, 0.0, -90.0
-6.94, 1.88, -74.84
-5.63, 0.11, -88.88
-8.16, 0.77, -84.61
-9.39, -1.23, -97.46
-10.15, 0.23, -88.7
-12.76, -0.11, -90.49
-13.57, -0.08, -90.33999
-14.26, 1.61, -83.56
-13.41, 1.23, -84.76001
-12.22, 0.42, -88.03
-12.91, 2.57, -78.74
-12.26, 1.99, -80.78
-10.23, -0.04, -90.22
-10.31, -0.11, -90.61
-9.5, -1.23, -97.38
-7.93, -1.95, -103.82
-6.97, -1.84, -104.79
-7.51, 1.15, -81.29001
-7.09, 1.3, -79.61
-6.71, 1.07, -80.94001
-7.32, 0.9599999, -82.53
-7.55, 0.5, -86.21
-8.7, 0.54, -86.45
-9.04, 0.31, -88.04
-9.12, 0.46, -87.11
-9.77, 0.57, -86.66
-11.61, 1.15, -84.34
-12.42, -0.23, -91.06
-11.99, -1.61, -97.65
-13.26, -0.88, -93.8
-12.91, -0.27, -91.2
-12.42, 0.11, -89.49
-12.38, 1.38, -83.64
-11.92, 1.95, -80.71
-11.23, 2.03, -79.75
-10.31, 1.23, -83.2
-10.38, 1.23, -83.24
-9.54, 0.8, -85.21
-8.78, -0.69, -94.49
-8.47, -0.77, -95.19
-7.7, -0.8, -95.93
-7.74, -0.5, -93.7
-7.86, -0.15, -91.09
-8.16, 0.38, -87.33001
-8.58, 0.88, -84.14001
-8.66, 0.38, -87.49
-9.54, 0.19, -88.86001
-10.15, 0.88, -85.04001
-10.54, 1.34, -82.75001
-10.65, 1.53, -81.82
-11.04, 1.03, -84.67
-11.76, 1.07, -84.8
-11.8, 0.04, -89.81
-12.22, -0.38, -91.78
-11.53, -1.3, -96.43001
-9.24, -1.53, -99.40001
-10.88, 0.42, -87.79
-12.84, 2.11, -80.67
-9.7, 0.15, -89.11
-8.78, -1.03, -96.69001
-8.78, 1.76, -78.66001
-9.58, 1.42, -81.57001
-9.04, 0.69, -85.64
-8.62, 1.92, -77.44
-4.98, 0.19, -87.82001
-5.17, 0.27, -87.01
-4.02, 0.9599999, -76.57
-5.48, -0.61, -96.35
-10.27, -0.04, -90.22
-14.72, 0.31, -88.79001
-16.09, -1.23, -94.37
-15.52, -0.57, -92.1
-15.9, 1.92, -83.11
-15.67, 1.61, -84.13
-15.1, 4.64, -72.92
-12.88, 2.26, -80.05
-12.42, 0.77, -86.45
-12.95, -0.27, -91.19
-7.59, -3.03, -111.76
-5.94, -2.76, -114.92
-6.02, 0.8, -82.43
-5.67, 1.92, -71.29
-4.56, 2.68, -59.56
-4.79, 0.04, -89.52
-5.36, -0.38, -94.06
-7.36, 0.88, -83.18
-7.09, 0.65, -84.76001
-7.51, 0.38, -87.1
-9.5, 0.65, -86.09
-12.76, 0.11, -89.51
-13.03, -0.42, -91.85
-13.11, -1.42, -96.18
-14.26, -0.77, -93.09
-15.48, -0.61, -92.26001
-15.17, 1.95, -82.68001
-12.65, 2.72, -77.87
-13.53, 2.61, -79.08
-13.76, 1.76, -82.71
-11.73, 0.31, -88.49
-10.58, -0.19, -91.03
-10.27, -0.08, -90.45
-9.31, -0.31, -91.91001
-6.44, -0.65, -95.76
-6.97, 0.92, -82.48
-6.94, 1.46, -78.12
-5.63, -0.92, -99.28
-6.17, -2.64, -113.16
-6.94, -0.23, -91.90001
-7.86, 2.34, -73.42
-8.01, 2.68, -71.5
-7.51, 0.77, -84.15
-9.73, 0.88, -84.83001
-11.99, 1.15, -84.52
-11.84, 0.0, -90.0
-11.73, -1.42, -96.90001
-13.68, -1.15, -94.81
-14.83, 1.23, -85.26
-12.57, 0.69, -86.86
-12.8, 1.26, -84.38
-14.14, 0.27, -88.91001
-11.99, -0.69, -93.29
-10.81, 0.0, -90.0
-10.84, 1.61, -81.55001
-10.58, 1.8, -80.33999
-8.89, 0.92, -84.08999
-7.36, 0.23, -88.21
-7.17, 0.27, -87.83999
-7.4, 0.27, -87.91
-6.55, -0.73, -96.36001
-6.09, -1.15, -100.69
-7.4, -0.34, -92.63
-8.58, 0.08, -89.47001
-9.31, 0.84, -84.84
-9.62, 1.3, -82.3
-10.31, 1.11, -83.86001
-11.11, 0.15, -89.23
-12.22, 0.11, -89.48001
-12.15, 0.61, -87.13
-12.99, 0.54, -87.62
-13.34, 0.46, -88.03
-12.57, 0.84, -86.18
-12.42, 1.03, -85.26
-11.92, 0.61, -87.07
-11.65, -0.34, -91.67
-10.58, -1.88, -100.08
-10.19, -0.8, -94.49
-9.54, 1.46, -81.3
-8.78, 1.99, -77.23001
-7.82, 1.23, -81.06
-7.66, 0.31, -87.68001
-7.82, 0.27, -88.02
-7.63, 0.08, -89.40001
-7.28, -0.23, -91.81
-7.51, -0.08, -90.61
-8.55, 0.54, -86.39
-9.5, 1.26, -82.44
-9.24, 1.11, -83.15001
-9.89, -0.69, -93.99
-12.07, -0.9599999, -94.5500
-12.15, 0.15, -89.29
-11.46, 1.07, -84.67
-11.61, 1.11, -84.54
-12.61, 1.03, -85.33
-12.76, 1.11, -85.03
-11.11, 0.8, -85.88
-11.11, 0.61, -86.86
-11.96, 0.34, -88.37001
-10.84, 0.27, -88.57
-9.43, 0.15, -89.08999
-9.04, -0.34, -92.15
-9.35, -0.19, -91.16
-9.01, 0.19, -88.79001
-7.89, 0.38, -87.24
-7.78, 0.34, -87.5
-8.16, 0.34, -87.61001
-8.58, 0.34, -87.73001
-8.66, 0.23, -88.48001
-8.35, 0.19, -88.7
-9.58, 0.65, -86.12
-9.92, 0.69, -86.02
-10.27, 0.8, -85.55
-10.73, 1.23, -83.46
-11.04, 1.07, -84.46
-12.11, -0.08, -90.38
-12.22, -1.46, -96.81
-12.11, -0.61, -92.88
-11.8, 0.9599999, -85.35
-11.34, 1.53, -82.32
-11.15, 1.23, -83.7
-10.73, 0.73, -86.11
-10.58, 0.27, -88.54
-9.92, 0.27, -88.44001
-9.27, 0.38, -87.65
-9.12, 0.34, -87.86
-8.85, 0.34, -87.80001
-8.55, 0.88, -84.12001
-8.12, 0.9599999, -83.26
-8.62, 0.04, -89.73001
-9.01, -0.69, -94.38
-9.43, -0.54, -93.28
-8.97, -0.08, -90.51001
-9.2, 0.57, -86.45
-9.81, 1.11, -83.54
-10.27, 0.61, -86.6
-10.5, 0.46, -87.49
-10.73, 0.88, -85.31
-11.11, 0.77, -86.04
-11.53, 0.69, -86.58
-11.46, 0.31, -88.45
-11.23, 0.57, -87.09
-11.19, 0.0, -90.0
-11.3, -0.23, -91.17
-10.84, 0.31, -88.36
-10.42, 0.5, -87.25
-10.04, 0.46, -87.38
-9.85, 0.23, -88.66
-9.62, 0.19, -88.87
-9.31, 0.46, -87.17
-9.01, 0.42, -87.33001
-8.81, 0.69, -85.52
-8.85, 0.46, -87.02
-8.85, 0.65, -85.80001
-9.16, 1.38, -81.43001
-9.12, 0.73, -85.42
-9.5, -0.11, -90.66001
-10.35, -0.57, -93.15001
