0, 0, 0
-10.46, -4.25, -112.11
-10.0, 0.84, -85.2
-9.39, 2.03, -77.8
-8.85, 1.72, -79.0
-11.46, 0.31, -88.45
-9.96, -0.61, -93.5
-10.08, -0.38, -92.16001
-10.38, 0.42, -87.68001
-11.0, 0.54, -87.19001
-8.93, -0.23, -91.48001
-9.5, -0.04, -90.24
-11.19, 0.65, -86.68
-9.01, 0.23, -88.54
-8.74, -0.04, -90.26
-10.46, -0.23, -91.26
-9.62, -0.15, -90.89
-11.8, -0.04, -90.19
-11.04, -0.27, -91.4
-11.11, -0.9599999, -94.94
-11.46, -0.77, -93.84
-10.12, -0.04, -90.23001
-19.12, 9.08, -64.6
-9.54, -3.64, -110.88
-12.95, 0.08, -89.65
-9.73, -0.77, -94.52
-10.61, -0.19, -91.03
-10.27, -0.27, -91.51
-11.99, -0.11, -90.53
-14.22, 0.27, -88.91001
-16.32, 0.77, -87.3
-14.79, -1.53, -95.91001
-16.02, 0.84, -87.0
-14.6, 2.45, -80.47
-10.84, -0.19, -91.0
-11.57, -0.31, -91.53
-10.04, 0.04, -89.77
-2.72, -0.23, -94.83001
-2.84, -1.03, -109.93
-2.26, 0.04, -88.99
-2.76, 0.08, -88.34
-3.41, 0.23, -86.14
-5.29, 6.4, -39.58
-1.8, -3.07, -149.62
-5.9, 0.65, -83.71
-11.27, -0.77, -93.91001
-16.32, 0.38, -88.67
-18.32, 0.15, -89.53
-17.78, 0.5, -88.39
-19.54, 1.69, -85.06
-16.09, -2.45, -98.66
-11.99, -6.4, -118.09
-11.38, -2.38, -101.81
-10.27, -3.1, -106.8
-6.13, 0.08, -89.25
-4.64, 1.99, -66.79
-3.53, 2.38, -56.01
-2.61, 2.18, -50.13
-0.5, -1.34, -159.54
-1.49, -0.19, -97.27
-2.57, -1.42, -118.92
-3.6, -1.76, -116.05
-5.21, -0.69, -97.54001
-7.28, -0.77, -96.04
-8.32, 0.46, -86.84
-9.12, -2.3, -104.15
-13.11, -0.31, -91.35
-16.25, 0.08, -89.72
-12.8, 1.26, -84.38
-17.78, -1.0, -93.22001
-15.83, -5.21, -108.22
-14.41, -7.05, -116.07
-19.16, 1.15, -86.57001
-13.49, 1.95, -81.77
-10.04, 1.03, -84.14001
-10.42, 4.91, -64.77
-10.38, 0.54, -87.02
-9.39, -1.0, -96.08001
-3.72, -1.65, -113.92
-2.68, 1.61, -59.0
-2.38, 0.19, -85.44001
-0.54, -0.34, -122.2
-6.78, -0.15, -91.27
-2.76, -3.18, -139.04
-12.07, 1.11, -84.75
-8.43, 3.18, -69.33
-6.94, 0.46, -86.21
-4.75, -2.26, -115.44
-4.98, 2.84, -60.3
-12.22, 7.32, -59.08
-12.26, 0.04, -89.81
-10.88, -1.8, -99.39
-13.99, -0.5, -92.05001
-17.13, -0.8, -92.67
-17.32, 0.0, -90.0
-16.44, -0.38, -91.32
-19.54, 1.34, -86.08001
-17.4, 0.8, -87.37
-17.36, -1.3, -94.28
-15.6, -1.3, -94.76001
-10.5, -2.34, -102.56
-7.47, 1.15, -81.25
-5.36, 2.68, -63.43
-3.14, 1.57, -63.43
-2.95, 3.37, -41.2
-2.68, -0.23, -94.91
-2.45, -1.26, -117.22
-1.34, -1.23, -132.55
-3.72, -1.76, -115.32
-5.56, -1.3, -103.16
-7.28, 0.04, -89.69001
-10.12, -0.23, -91.3
-11.3, -0.11, -90.56
-12.99, 0.57, -87.49
-15.79, -1.19, -94.31
-18.28, 3.37, -79.55
-16.9, 0.23, -89.22
-18.51, -1.88, -95.80001
