0, 0, 0
-19.54, 0.15, -89.56
-17.67, -1.84, -95.94001
-11.96, 0.38, -88.18
-13.37, 1.61, -83.13
-12.3, -1.0, -94.65
-10.27, -1.15, -96.39
-4.87, 0.88, -79.76
-3.26, 1.19, -69.95
-2.76, 0.34, -82.98
-2.91, 0.0, -90.0
-3.1, -1.11, -109.7
-2.87, -0.61, -102.0
-3.22, -2.18, -124.1
-4.83, -1.11, -102.94
-8.2, 0.54, -86.23
-11.42, 1.34, -83.31
-12.72, 0.88, -86.04
-12.68, -0.65, -92.93
-16.4, 0.69, -87.59
-18.16, 0.5, -88.42
-16.25, -0.9599999, -93.38
-18.01, 0.42, -88.66
-18.32, 0.27, -89.16
-15.02, -0.57, -92.17
-14.52, 0.19, -89.25
-13.76, 0.61, -87.46
-10.81, -0.08, -90.42
-8.24, -0.61, -94.23
-6.59, 0.27, -87.65
-5.29, -1.15, -102.26
-4.83, -0.84, -99.87
-2.8, -1.57, -119.28
-2.8, -0.8, -105.95
-3.56, 0.08, -88.71
-4.94, 0.57, -83.42
-6.63, 0.27, -87.67
-7.97, -0.54, -93.88
-9.66, 0.19, -88.87
-11.3, 1.19, -83.99
-14.83, -0.11, -90.42
-15.14, -0.61, -92.31
-15.98, 0.92, -86.7
-17.67, 0.69, -87.76
-17.67, -0.46, -91.49
-16.71, -0.23, -90.79
-15.02, -0.77, -92.93
-14.72, -1.15, -94.47001
-13.6, -0.84, -93.53
-9.66, -0.23, -91.36001
-8.66, -0.08, -90.53
-7.55, -0.23, -91.74
-5.48, 0.11, -88.85
-4.52, 0.23, -87.09
-2.87, 0.15, -87.01
-3.26, 0.23, -85.96
-4.29, -0.27, -93.6
-6.02, -0.11, -91.05
-6.44, -0.08, -90.71
-7.86, 0.08, -89.42
-9.35, -0.27, -91.65
-12.53, -0.34, -91.55001
-14.14, -0.04, -90.16001
-14.72, 0.0, -90.0
-16.44, -0.19, -90.66001
-17.21, -0.23, -90.77
-17.01, -0.04, -90.13
-15.33, -0.23, -90.86
-12.3, 0.04, -89.81
-9.96, -0.11, -90.63
-8.55, -0.04, -90.26999
-7.4, 0.11, -89.15
-6.02, 0.08, -89.24
-4.37, 0.11, -88.56
-3.22, 0.04, -89.29
-3.07, 0.08, -88.51001
-3.99, -0.15, -92.15
-5.13, 0.11, -88.77
-5.56, 0.11, -88.87
-6.94, -0.15, -91.24
-8.01, -0.23, -91.64001
-9.81, -0.08, -90.47
-12.65, 0.0, -90.0
-13.6, -0.15, -90.63
-14.22, -0.38, -91.53
-15.9, -0.54, -91.95
-17.01, 0.11, -89.63
-15.94, 0.04, -89.86
-15.79, -0.23, -90.83
-15.25, 0.08, -89.7
-13.91, 0.31, -88.72001
-12.03, 0.23, -88.9
-10.65, 0.04, -89.78
-8.89, 0.15, -89.03
-6.97, 1.07, -81.27
-6.05, 0.5, -85.28
-4.56, -0.31, -93.89
-3.95, -0.92, -103.11
-3.6, -1.19, -108.29
-4.29, -0.69, -99.14001
-4.75, -0.08, -90.96
-5.59, 0.46, -85.30001
-6.97, 0.31, -87.45
-8.81, -0.5, -93.25
-9.92, -0.34, -91.96
-12.3, 0.34, -88.42
-13.6, -0.04, -90.17
-14.37, -0.5, -91.99
-16.02, -0.11, -90.39001
-15.94, 0.19, -89.32
-15.71, -0.04, -90.15
-15.9, -0.23, -90.83
-14.26, 0.15, -89.40001
-13.37, 0.19, -89.19001
-12.11, 0.27, -88.72001
-10.08, 0.0, -90.0
-8.62, -0.15, -91.0
-6.97, 0.0, -90.0
-5.63, -0.42, -94.27
-4.91, -0.23, -92.68001
-4.29, 0.15, -88.0
-4.25, -0.04, -90.54
-4.83, -0.38, -94.5
-5.82, -0.27, -92.66001
-7.59, -0.08, -90.6
-9.12, 0.08, -89.5
-10.08, -0.04, -90.23001
-11.92, -0.15, -90.72001
-13.68, 0.04, -89.83001
-14.72, 0.08, -89.69001
-15.29, 0.19, -89.29
-15.63, -0.04, -90.15
-15.94, 0.04, -89.86
-15.02, -0.15, -90.57
-13.91, -0.23, -90.95
-13.22, -0.15, -90.65001
-12.19, -0.27, -91.27
-9.85, 0.0, -90.0
-8.39, -0.19, -91.3
-7.05, 0.15, -88.78
-6.09, -0.04, -90.38
-5.21, 0.04, -89.56
-4.1, 0.38, -84.7
-4.14, 0.19, -87.37
-4.52, -0.04, -90.51001
-5.4, -0.31, -93.29
-6.28, -0.23, -92.1
-7.74, -0.11, -90.81
-8.74, -0.19, -91.25
-9.96, -0.54, -93.1
-12.53, -0.31, -91.42
-13.53, 0.11, -89.53
-13.95, -0.31, -91.27
-15.52, -0.11, -90.41
-15.94, 0.11, -89.6
-15.33, 0.27, -88.99
-14.68, -0.11, -90.43
-14.29, -0.15, -90.6
-13.3, 0.04, -89.83001
-11.3, 0.0, -90.0
-10.42, -0.19, -91.04
-8.81, -0.08, -90.52
-7.32, 0.0, -90.0
-6.44, 0.08, -89.29
-5.1, -0.08, -90.9
-4.6, -0.15, -91.87
-4.6, 0.0, -90.0
-5.17, -0.04, -90.44001
-5.75, -0.15, -91.49
-6.48, -0.23, -92.03
-7.74, -0.15, -91.11
-9.12, -0.34, -92.14
-10.27, 0.04, -89.78
-12.22, 0.0, -90.0
-13.14, -0.15, -90.65001
-13.8, -0.46, -91.91001
-15.02, 0.57, -87.83
-15.33, 0.0, -90.0
-14.68, -0.19, -90.74
-14.87, 0.38, -88.54
-13.99, 0.15, -89.39
-12.8, -0.11, -90.49
-11.23, -0.08, -90.41
-10.0, 0.11, -89.37
-8.97, 0.19, -88.79001
-7.24, -0.34, -92.69
-6.32, -0.42, -93.8
-5.29, -0.57, -96.15001
-5.06, -0.23, -92.6
-5.25, -0.27, -92.94001
-5.25, -0.42, -94.57
-5.79, -0.34, -93.36
-6.63, -0.11, -90.95
-7.97, 0.38, -87.27
-9.27, 0.11, -89.32
-10.15, -0.38, -92.14
-11.8, 0.19, -89.08
-13.34, 0.19, -89.18
-13.8, 0.08, -89.67
-14.6, -0.08, -90.31
-14.87, 0.19, -89.27
-14.83, 0.19, -89.27
-14.49, -0.27, -91.07
-13.37, -0.04, -90.17
-12.8, -0.11, -90.49
-11.15, -0.11, -90.57
-9.96, -0.08, -90.46
-8.74, -0.15, -90.98001
-7.28, -0.11, -90.87001
-6.32, -0.54, -94.88
-5.71, -0.15, -91.50001
-5.36, -0.04, -90.43
-5.59, 0.04, -89.59
-5.82, 0.19, -88.13
-6.05, -0.19, -91.8
-6.86, -0.23, -91.92
-7.86, 0.04, -89.71
-10.46, 0.04, -89.78
-11.73, -0.5, -92.44
-13.07, -0.04, -90.18001
-13.95, 0.23, -89.06
-14.68, -0.15, -90.59
-14.41, -0.23, -90.91001
-14.29, 0.08, -89.68
-14.26, 0.15, -89.40001
-13.76, -0.61, -92.54001
-12.11, -0.15, -90.71
-11.0, -0.08, -90.42
-10.19, -0.04, -90.22
-8.93, 0.04, -89.74
-7.32, -0.08, -90.63
-6.4, -0.15, -91.34
-6.05, -0.08, -90.76
-5.82, 0.0, -90.0
-5.75, 0.04, -89.6
-5.86, -0.04, -90.39001
